Ep,Step,Reward,Total_reward,Action,Epsilon,Done,Termination_Code
1,1,-3,-3,0,1,0
1,2,-3,-6,4,1,0
1,3,-3,-9,5,1,0
1,4,-3,-12,4,1,0
1,5,-10,-22,3,1,1
2,1,0,0,0,1,0
2,2,-1,-1,3,1,0
2,3,-1,-2,4,1,0
2,4,0,-2,0,1,0
2,5,0,-2,4,1,0
2,6,-1,-3,1,1,0
2,7,0,-3,1,1,0
2,8,0,-3,1,1,0
2,9,0,-3,1,1,0
2,10,0,-3,5,1,0
2,11,0,-3,2,1,0
2,12,0,-3,3,1,0
2,13,-10,-13,3,1,1
3,1,-1,-1,5,1,0
3,2,-1,-2,5,1,0
3,3,-3,-5,2,1,0
3,4,-3,-8,0,1,0
3,5,-3,-11,5,1,0
3,6,0,-11,3,1,0
3,7,-13,-24,2,1,1
4,1,-3,-3,1,1,0
4,2,0,-3,1,1,0
4,3,0,-3,3,1,0
4,4,0,-3,4,1,0
4,5,0,-3,5,1,0
4,6,0,-3,4,1,0
4,7,0,-3,0,1,0
4,8,0,-3,3,1,0
4,9,0,-3,5,1,0
4,10,0,-3,2,1,0
4,11,0,-3,1,1,0
4,12,0,-3,1,1,0
4,13,-1,-4,2,1,0
4,14,-1,-5,5,1,0
4,15,-1,-6,5,1,0
4,16,0,-6,0,1,0
4,17,-10,-16,5,1,1
5,1,-1,-1,0,1,0
5,2,-1,-2,4,1,0
5,3,-1,-3,5,1,0
5,4,0,-3,0,1,0
5,5,0,-3,3,1,0
5,6,-1,-4,3,1,0
5,7,-1,-5,4,1,0
5,8,-1,-6,5,1,0
5,9,-1,-7,5,1,0
5,10,-10,-17,0,1,1
6,1,0,0,1,1,0
6,2,0,0,4,1,0
6,3,0,0,1,1,0
6,4,0,0,0,1,0
6,5,0,0,3,1,0
6,6,0,0,1,1,0
6,7,-1,-1,1,1,0
6,8,-1,-2,4,1,0
6,9,-1,-3,4,1,0
6,10,-1,-4,4,1,0
6,11,-1,-5,5,1,0
6,12,-1,-6,4,1,0
6,13,0,-6,0,1,0
6,14,0,-6,4,1,0
6,15,0,-6,2,1,0
6,16,0,-6,1,1,0
6,17,0,-6,5,1,0
6,18,0,-6,5,1,0
6,19,0,-6,0,1,0
6,20,0,-6,1,1,0
6,21,0,-6,0,1,0
6,22,-10,-16,2,1,1
7,1,-1,-1,5,1,0
7,2,-1,-2,2,1,0
7,3,-1,-3,3,1,0
7,4,-1,-4,2,1,0
7,5,-11,-15,5,1,1
8,1,0,0,5,1,0
8,2,-1,-1,0,1,0
8,3,0,-1,1,1,0
8,4,0,-1,4,1,0
8,5,0,-1,5,1,0
8,6,0,-1,2,1,0
8,7,0,-1,2,1,0
8,8,0,-1,5,1,0
8,9,0,-1,5,1,0
8,10,-11,-12,2,1,1
9,1,-3,-3,2,1,0
9,2,-3,-6,5,1,0
9,3,-3,-9,4,1,0
9,4,-3,-12,5,1,0
9,5,-3,-15,4,1,0
9,6,-3,-18,1,1,0
9,7,-13,-31,0,1,1
10,1,0,0,3,1,0
10,2,-1,-1,3,1,0
10,3,0,-1,0,1,0
10,4,0,-1,5,1,0
