Ep,Step,Reward,Total_reward,Action,Epsilon,Done,Termination_Code
1,1,0,0,2,1,0
1,2,-1,-1,1,1,0
1,3,0,-1,0,1,0
1,4,-10,-11,2,1,1
2,1,0,0,2,1,0
2,2,-3,-3,2,1,0
2,3,0,-3,1,1,0
2,4,-3,-6,0,1,0
2,5,-3,-9,5,1,0
2,6,0,-9,3,1,0
2,7,0,-9,5,1,0
2,8,-13,-22,2,1,1
3,1,0,0,1,1,0
3,2,0,0,5,1,0
3,3,-10,-10,1,1,1
4,1,-2,-2,4,1,0
4,2,-2,-4,4,1,0
4,3,0,-4,1,1,0
4,4,0,-4,5,1,0
4,5,0,-4,3,1,0
4,6,-10,-14,3,1,1
5,1,-3,-3,1,1,0
5,2,-3,-6,4,1,0
5,3,-3,-9,4,1,0
5,4,0,-9,2,1,0
5,5,0,-9,2,1,0
5,6,0,-9,4,1,0
5,7,0,-9,1,1,0
5,8,0,-9,5,1,0
5,9,0,-9,2,1,0
5,10,-3,-12,1,1,0
5,11,0,-12,3,1,0
5,12,0,-12,5,1,0
5,13,-3,-15,3,1,0
5,14,-13,-28,5,1,1
6,1,0,0,0,1,0
6,2,0,0,2,1,0
6,3,0,0,3,1,0
6,4,0,0,2,1,0
6,5,-1,-1,0,1,0
6,6,-1,-2,5,1,0
6,7,-1,-3,5,1,0
6,8,-1,-4,4,1,0
6,9,-1,-5,5,1,0
6,10,-10,-15,2,1,1
7,1,0,0,0,1,0
7,2,-3,-3,0,1,0
7,3,0,-3,2,1,0
7,4,-1,-4,2,1,0
7,5,-1,-5,5,1,0
7,6,0,-5,0,1,0
7,7,0,-5,2,1,0
7,8,0,-5,3,1,0
7,9,0,-5,4,1,0
7,10,0,-5,2,1,0
7,11,-1,-6,0,1,0
7,12,0,-6,0,1,0
7,13,-11,-17,1,1,1
8,1,0,0,2,1,0
8,2,-3,-3,3,1,0
8,3,0,-3,2,1,0
8,4,-3,-6,1,1,0
8,5,0,-6,3,1,0
8,6,0,-6,1,1,0
8,7,0,-6,3,1,0
8,8,0,-6,5,1,0
8,9,0,-6,5,1,0
8,10,0,-6,4,1,0
8,11,0,-6,0,1,0
8,12,0,-6,2,1,0
8,13,0,-6,1,1,0
8,14,0,-6,1,1,0
8,15,0,-6,5,1,0
8,16,-10,-16,5,1,1
9,1,0,0,1,1,0
9,2,-3,-3,2,1,0
9,3,0,-3,3,1,0
9,4,0,-3,3,1,0
9,5,0,-3,0,1,0
9,6,0,-3,0,1,0
9,7,50,47,5,1,0
9,8,-10,37,3,1,1
10,1,0,0,1,1,0
10,2,-10,-10,2,1,1
11,1,0,0,4,1,0
11,2,0,0,3,1,0
11,3,-3,-3,1,1,0
11,4,0,-3,3,1,0
11,5,-3,-6,3,1,0
11,6,-1,-7,3,1,0
11,7,-11,-18,5,1,1
12,1,-2,-2,5,1,0
12,2,0,-2,2,1,0
12,3,0,-2,4,1,0
12,4,-1,-3,0,1,0
12,5,-1,-4,2,1,0
12,6,-1,-5,4,1,0
12,7,0,-5,1,1,0
12,8,0,-5,1,1,0
12,9,0,-5,5,1,0
12,10,0,-5,3,1,0
12,11,0,-5,1,1,0
12,12,0,-5,1,1,0
12,13,0,-5,5,1,0
12,14,0,-5,5,1,0
12,15,-10,-15,1,1,1
13,1,-10,-10,2,1,1
14,1,-1,-1,5,1,0
14,2,-10,-11,3,1,1
15,1,-1,-1,3,1,0
15,2,-1,-2,4,1,0
15,3,-1,-3,5,1,0
15,4,0,-3,2,1,0
15,5,-1,-4,3,1,0
15,6,-1,-5,4,1,0
15,7,-1,-6,3,1,0
15,8,0,-6,3,1,0
15,9,0,-6,4,1,0
15,10,0,-6,4,1,0
15,11,-3,-9,0,1,0
15,12,-1,-10,0,1,0
15,13,0,-10,0,1,0
15,14,-1,-11,3,1,0
15,15,-1,-12,4,1,0
15,16,-3,-15,1,1,0
15,17,-3,-18,5,1,0
15,18,-11,-29,0,1,1
16,1,-2,-2,4,1,0
16,2,0,-2,1,1,0
16,3,0,-2,2,1,0
16,4,-1,-3,0,1,0
16,5,-1,-4,2,1,0
16,6,0,-4,1,1,0
16,7,0,-4,4,1,0
16,8,-3,-7,1,1,0
16,9,-3,-10,3,1,0
16,10,0,-10,3,1,0
16,11,0,-10,4,1,0
16,12,0,-10,0,1,0
16,13,0,-10,2,1,0
16,14,0,-10,5,1,0
16,15,0,-10,4,1,0
16,16,0,-10,2,1,0
16,17,0,-10,2,1,0
16,18,0,-10,4,1,0
16,19,0,-10,0,1,0
16,20,-1,-11,2,1,0
16,21,-13,-24,0,1,1
17,1,0,0,5,1,0
17,2,0,0,0,1,0
17,3,-3,-3,2,1,0
17,4,0,-3,1,1,0
17,5,0,-3,4,1,0
17,6,0,-3,4,1,0
17,7,0,-3,4,1,0
17,8,0,-3,5,1,0
17,9,-3,-6,0,1,0
17,10,-3,-9,5,1,0
17,11,-10,-19,0,1,1
18,1,0,0,0,1,0
18,2,0,0,2,1,0
18,3,0,0,2,1,0
18,4,-3,-3,1,1,0
18,5,-3,-6,4,1,0
18,6,-3,-9,2,1,0
18,7,-3,-12,3,1,0
18,8,-3,-15,5,1,0
18,9,0,-15,0,1,0
18,10,0,-15,0,1,0
18,11,-11,-26,3,1,1
19,1,-3,-3,3,1,0
19,2,0,-3,3,1,0
19,3,0,-3,3,1,0
19,4,0,-3,0,1,0
19,5,0,-3,4,1,0
19,6,0,-3,4,1,0
19,7,0,-3,1,1,0
19,8,0,-3,5,1,0
19,9,0,-3,5,1,0
19,10,0,-3,3,1,0
19,11,0,-3,0,1,0
19,12,0,-3,2,1,0
19,13,0,-3,2,1,0
19,14,-1,-4,2,1,0
19,15,0,-4,2,1,0
