Ep,Step,Reward,Total_reward,Action,Epsilon,Done,Termination_Code
1,1,-1,-1,3,1,0
1,2,-3,-4,3,1,0
1,3,-3,-7,5,1,0
1,4,-10,-17,3,1,1
2,1,0,0,5,1,0
2,2,-1,-1,3,1,0
2,3,-1,-2,0,1,0
2,4,0,-2,0,1,0
2,5,0,-2,4,1,0
2,6,-1,-3,0,1,0
2,7,0,-3,2,1,0
2,8,0,-3,5,1,0
2,9,0,-3,0,1,0
2,10,0,-3,5,1,0
2,11,-10,-13,1,1,1
3,1,0,0,4,1,0
3,2,0,0,4,1,0
3,3,0,0,4,1,0
3,4,0,0,4,1,0
3,5,0,0,5,1,0
3,6,0,0,0,1,0
3,7,0,0,5,1,0
3,8,0,0,5,1,0
3,9,0,0,5,1,0
3,10,-10,-10,2,1,1
4,1,-3,-3,1,1,0
4,2,-1,-4,2,1,0
4,3,-1,-5,5,1,0
4,4,-3,-8,3,1,0
4,5,-13,-21,1,1,1
5,1,0,0,2,1,0
5,2,0,0,5,1,0
5,3,0,0,3,1,0
5,4,0,0,4,1,0
5,5,-3,-3,0,1,0
5,6,0,-3,3,1,0
5,7,-13,-16,2,1,1
6,1,-3,-3,1,1,0
6,2,0,-3,2,1,0
6,3,0,-3,0,1,0
6,4,0,-3,2,1,0
6,5,0,-3,0,1,0
6,6,0,-3,1,1,0
6,7,0,-3,2,1,0
6,8,0,-3,3,1,0
6,9,0,-3,0,1,0
6,10,0,-3,4,1,0
6,11,-10,-13,0,1,1
7,1,-3,-3,4,1,0
7,2,-3,-6,5,1,0
7,3,0,-6,1,1,0
7,4,0,-6,5,1,0
7,5,0,-6,1,1,0
7,6,0,-6,2,1,0
7,7,0,-6,1,1,0
7,8,0,-6,0,1,0
7,9,0,-6,1,1,0
7,10,0,-6,2,1,0
7,11,0,-6,1,1,0
7,12,0,-6,4,1,0
7,13,0,-6,1,1,0
7,14,-11,-17,3,1,1
8,1,-3,-3,2,1,0
8,2,0,-3,1,1,0
8,3,0,-3,4,1,0
8,4,0,-3,4,1,0
8,5,0,-3,3,1,0
8,6,-3,-6,0,1,0
8,7,-3,-9,2,1,0
8,8,-3,-12,5,1,0
8,9,0,-12,1,1,0
8,10,0,-12,1,1,0
8,11,0,-12,4,1,0
8,12,0,-12,2,1,0
8,13,-10,-22,1,1,1
9,1,-2,-2,5,1,0
9,2,-3,-5,3,1,0
9,3,-3,-8,4,1,0
9,4,-3,-11,4,1,0
9,5,-10,-21,3,1,1
10,1,-1,-1,4,1,0
10,2,-1,-2,4,1,0
10,3,-1,-3,0,1,0
10,4,-10,-13,3,1,1
11,1,-3,-3,4,1,0
11,2,-3,-6,4,1,0
11,3,-3,-9,4,1,0
11,4,-1,-10,3,1,0
11,5,0,-10,3,1,0
11,6,-1,-11,2,1,0
11,7,0,-11,3,1,0
11,8,-1,-12,3,1,0
11,9,-11,-23,5,1,1
